lognormal,pareto
1.164577709136176,1.166581622138815
0.5945252725722722,1.095386854748391
1.455319694658807,1.1352830091435424
1.6004460284774311,1.0524689061667039
0.37699717145772843,1.549083346646996
0.5214771854530029,1.3758787867793225
1.066007329670628,1.3764908488724528
0.8537462195396344,1.4730724545186082
0.9916346075122767,2.500509824963935
0.6527755279955813,1.0277045936947802
1.5522399044604602,1.226023177712231
1.4753510592064827,1.1040851256699562
1.0335664031035248,1.6435748616292194
1.7570224796921072,2.3386674500360565
1.2633345217513032,1.1451877804627628
0.650739265099091,1.2851861022844924
1.2024671349738913,1.019419405741539
0.6191292024237867,1.288983951756661
1.5515045703337271,1.1594531256953104
0.9753460425722876,1.473943229790481
0.9117119512059546,1.3072293838759794
0.7114395885663859,1.9068821874568942
1.8427714649372484,1.2477801797377763
0.9256447650128455,1.2901966378101106
0.8072160625205603,2.1136262215333543
0.8385619862861468,1.26039998901452
1.3049367768941618,1.4851358352337123
1.2004806667068704,1.106600154658268
1.2292033858653202,1.7657479393132127
1.2403709666192264,1.5118220848568766
2.917782180406651,1.5362548966226286
0.8161088745764237,1.570556862964234
0.7740480211126605,1.4574551565311478
0.665719835660163,1.0329843807061974
1.3606869891482338,1.1582068470667652
1.7585439163224659,2.3119798790392094
0.9446188852862913,2.015513595925299
0.6569954154806799,1.9893948327183777
0.6621649348051055,3.2337509047053126
1.3844409250378307,1.3985469551887268
1.450092120221525,1.364686628120265
1.312032070435436,1.3196659439800453
0.7169459292961713,1.0272672530935023
1.1230864583556206,1.3423447164980944
1.0600784391352445,1.7009454906709687
1.1155463650188489,1.1411142553378992
1.546067157857123,2.4451976400271924
1.1182866915658956,1.495407982248611
1.4041846043442368,1.6141795149041709
1.0343668855266481,1.456252465683264
1.155530677329186,1.9783158796261655
1.3711421969905602,1.2811258366688798
0.4825947956037261,1.36692915019959
0.8522838859508147,1.1160795833402741
0.7904235585408892,1.3354161809930962
0.7265565761019326,1.1148973553496622
0.8714723637863956,2.0591887881179494
2.111652160648098,1.4062151379326626
0.6486152599618382,1.3988793167884994
1.6227774837179034,1.8973955488833973
0.4310915123372112,1.1046950710717391
0.8458252381611768,1.1093996064741918
1.084779274387251,3.433701153507441
1.3405918099482717,1.444047606776111
1.4270555847328106,1.4036004717587383
1.4868705624651741,1.0066479143169536
0.839992314892425,1.219720467428664
0.7935998624526175,2.518733231301214
1.5357025146786616,1.9518734900566193
0.9087800689390126,1.226592703664963
0.5284309359065464,1.5250928823862582
0.5674267533169426,1.2049429316118365
0.6314565506262829,1.273212100769823
1.2822038715521513,1.1899369773514366
1.0738097813198362,1.1036826594385196
1.4123326187741578,1.3711404611620601
0.8076501287831165,1.3091144014846652
1.082496389482988,3.42097544685097
1.3672414871710445,1.0476291865336287
0.8566950398515945,1.2703049462275042
1.2565723020666852,1.7814025814860603
0.7182317642873435,1.3378817493972015
0.833995791096893,2.888948495539877
0.8262408624006368,1.2147212046717513
0.549954449764913,1.0683227856059916
1.2756887647435786,2.364949408537359
0.7908071311378277,1.0287070344759195
1.0062666129354263,1.250110278696521
1.2717238336723877,1.1815070295232928
